Character Name,Line ID,Path,Ch Name Diff,Character ID,Character Name (copy),Main Character,Name in Caps,Relation,Relation - Negative,Relation - Negative (copy 2),Relation - Neutral,Relation - Neutral (copy),Relation - Positive,Relation - Positive (copy 2),Relation Sentiment,Relationship,Set ID,Synergy Type,URL,1,Number of Records,S.No.,X,Y
Black Panther (Civil War),75,1,,9,Black Panther (Civil War),Black Panther (Civil War),BLACK PANTHER (CIVIL WAR),Nemesis,,Nemesis,,,,,Negative,,9,Perfect,,1,1,149,237.3180389,8316.924805
Killmonger,75,2,Killmonger,58,Killmonger,Black Panther (Civil War),KILLMONGER,Nemesis,Nemesis,Nemesis,,,,,Negative,Relationship with Black Panther (Civil War) - ,9,Perfect,,1,1,150,4160.976074,9742.016602
Black Panther (Civil War),76,1,,9,Black Panther (Civil War),Black Panther (Civil War),BLACK PANTHER (CIVIL WAR),Rivals,,Rivals,,,,,Negative,,9,Normal,,1,1,151,237.3180389,8316.924805
Ant-Man,76,2,Ant-Man,4,Ant-Man,Black Panther (Civil War),ANT-MAN,Rivals,Rivals,Rivals,,,,,Negative,Relationship with Black Panther (Civil War) - ,9,Normal,,1,1,152,8227.025391,9578.481445
Black Panther (Civil War),77,1,,9,Black Panther (Civil War),Black Panther (Civil War),BLACK PANTHER (CIVIL WAR),Skill Domination,,,,Skill Domination,,,Neutral,,9,Normal,,1,1,153,237.3180389,8316.924805
Hawkeye,77,2,Hawkeye,41,Hawkeye,Black Panther (Civil War),HAWKEYE,Skill Domination,,,Skill Domination,Skill Domination,,,Neutral,Relationship with Black Panther (Civil War) - ,9,Normal,,1,1,154,7103.719727,4532.256836
Black Panther (Civil War),78,1,,9,Black Panther (Civil War),Black Panther (Civil War),BLACK PANTHER (CIVIL WAR),Skill Domination,,,,Skill Domination,,,Neutral,,9,Normal,,1,1,155,237.3180389,8316.924805
Black Panther,78,2,Black Panther,8,Black Panther,Black Panther (Civil War),BLACK PANTHER,Skill Domination,,,Skill Domination,Skill Domination,,,Neutral,Relationship with Black Panther (Civil War) - ,9,Normal,,1,1,156,5964.593262,7102.093262
Black Panther (Civil War),79,1,,9,Black Panther (Civil War),Black Panther (Civil War),BLACK PANTHER (CIVIL WAR),Enemies,,Enemies,,,,,Negative,,9,Normal,,1,1,157,237.3180389,8316.924805
Falcon,79,2,Falcon,33,Falcon,Black Panther (Civil War),FALCON,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Black Panther (Civil War) - ,9,Normal,,1,1,158,7942.243652,376.3567505
Black Panther (Civil War),80,1,,9,Black Panther (Civil War),Black Panther (Civil War),BLACK PANTHER (CIVIL WAR),Skill Training,,,,Skill Training,,,Neutral,,9,Normal,,1,1,159,237.3180389,8316.924805
Sentinel,80,2,Sentinel,88,Sentinel,Black Panther (Civil War),SENTINEL,Skill Training,,,Skill Training,Skill Training,,,Neutral,Relationship with Black Panther (Civil War) - ,9,Normal,,1,1,160,6866.401855,3270.700928
Black Widow,81,1,,10,Black Widow,Black Widow,BLACK WIDOW,Teammates,,,,,,Teammates,Positive,,10,Normal,,1,1,161,3148.419189,2359.577148
Archangel,81,2,Archangel,5,Archangel,Black Widow,ARCHANGEL,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Black Widow - ,10,Normal,,1,1,162,553.7420654,7032.006836
Black Widow,82,1,,10,Black Widow,Black Widow,BLACK WIDOW,Friends,,,,,,Friends,Positive,,10,Normal,,1,1,163,3148.419189,2359.577148
Black Panther (Civil War),82,2,Black Panther (Civil War),9,Black Panther (Civil War),Black Widow,BLACK PANTHER (CIVIL WAR),Friends,,,,,Friends,Friends,Positive,Relationship with Black Widow - ,10,Normal,,1,1,164,237.3180389,8316.924805
Black Widow,83,1,,10,Black Widow,Black Widow,BLACK WIDOW,Friends,,,,,,Friends,Positive,,10,Normal,,1,1,165,3148.419189,2359.577148
Captain Marvel,83,2,Captain Marvel,15,Captain Marvel,Black Widow,CAPTAIN MARVEL,Friends,,,,,Friends,Friends,Positive,Relationship with Black Widow - ,10,Normal,,1,1,166,1534.656616,1541.901855
Black Widow,84,1,,10,Black Widow,Black Widow,BLACK WIDOW,Rivals,,Rivals,,,,,Negative,,10,Normal,,1,1,167,3148.419189,2359.577148
Crossbones,84,2,Crossbones,19,Crossbones,Black Widow,CROSSBONES,Rivals,Rivals,Rivals,,,,,Negative,Relationship with Black Widow - ,10,Normal,,1,1,168,5648.169434,373.7944031
Black Widow,85,1,,10,Black Widow,Black Widow,BLACK WIDOW,Romance,,,,,,Romance,Positive,,10,Normal,,1,1,169,3148.419189,2359.577148
Daredevil (Classic),85,2,Daredevil (Classic),23,Daredevil (Classic),Black Widow,DAREDEVIL (CLASSIC),Romance,,,,,Romance,Romance,Positive,Relationship with Black Widow - ,10,Normal,,1,1,170,6106.984375,8316.924805
Black Widow,86,1,,10,Black Widow,Black Widow,BLACK WIDOW,Rivals,,Rivals,,,,,Negative,,10,Normal,,1,1,171,3148.419189,2359.577148
Elektra,86,2,Elektra,32,Elektra,Black Widow,ELEKTRA,Rivals,Rivals,Rivals,,,,,Negative,Relationship with Black Widow - ,10,Normal,,1,1,172,5078.605957,7032.006836
Black Widow,87,1,,10,Black Widow,Black Widow,BLACK WIDOW,Enemies,,Enemies,,,,,Negative,,10,Normal,,1,1,173,3148.419189,2359.577148
Falcon,87,2,Falcon,33,Falcon,Black Widow,FALCON,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Black Widow - ,10,Normal,,1,1,174,7942.243652,376.3567505
Black Widow,88,1,,10,Black Widow,Black Widow,BLACK WIDOW,Romance,,,,,,Romance,Positive,,10,Normal,,1,1,175,3148.419189,2359.577148
Hawkeye,88,2,Hawkeye,41,Hawkeye,Black Widow,HAWKEYE,Romance,,,,,Romance,Romance,Positive,Relationship with Black Widow - ,10,Normal,,1,1,176,7103.719727,4532.256836
Black Widow,89,1,,10,Black Widow,Black Widow,BLACK WIDOW,Avengers,,,,,,Avengers,Positive,,10,Normal,,1,1,177,3148.419189,2359.577148
Hulk,89,2,Hulk,45,Hulk,Black Widow,HULK,Avengers,,,,,Avengers,Avengers,Positive,Relationship with Black Widow - ,10,Normal,,1,1,178,4651.433594,5910.624023
Black Widow,90,1,,10,Black Widow,Black Widow,BLACK WIDOW,Lullaby,,,,,,Lullaby,Positive,,10,Normal,,1,1,179,3148.419189,2359.577148
Hulk (Ragnarok),90,2,Hulk (Ragnarok),46,Hulk (Ragnarok),Black Widow,HULK (RAGNAROK),Lullaby,,,,,Lullaby,Lullaby,Positive,Relationship with Black Widow - ,10,Normal,,1,1,180,2056.756348,4368.722168
Black Widow,91,1,,10,Black Widow,Black Widow,BLACK WIDOW,Avengers,,,,,,Avengers,Positive,,10,Normal,,1,1,181,3148.419189,2359.577148
Hulkbuster,91,2,Hulkbuster,47,Hulkbuster,Black Widow,HULKBUSTER,Avengers,,,,,Avengers,Avengers,Positive,Relationship with Black Widow - ,10,Normal,,1,1,182,1677.047485,7709.509277
Black Widow,92,1,,10,Black Widow,Black Widow,BLACK WIDOW,Teammates,,,,,,Teammates,Positive,,10,Normal,,1,1,183,3148.419189,2359.577148
Iceman,92,2,Iceman,49,Iceman,Black Widow,ICEMAN,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Black Widow - ,10,Normal,,1,1,184,8717.482422,4298.635742
Black Widow,93,1,,10,Black Widow,Black Widow,BLACK WIDOW,Friends,,,,,,Friends,Positive,,10,Normal,,1,1,185,3148.419189,2359.577148
Ms. Marvel,93,2,Ms. Marvel,72,Ms. Marvel,Black Widow,MS. MARVEL,Friends,,,,,Friends,Friends,Positive,Relationship with Black Widow - ,10,Normal,,1,1,186,8290.310547,373.7944031
Black Widow,94,1,,10,Black Widow,Black Widow,BLACK WIDOW,S.H.I.E.L.D Clearance,,,,S.H.I.E.L.D Clearance,,,Neutral,,10,Normal,,1,1,187,3148.419189,2359.577148
Quake,94,2,Quake,81,Quake,Black Widow,QUAKE,S.H.I.E.L.D Clearance,,,S.H.I.E.L.D Clearance,S.H.I.E.L.D Clearance,,,Neutral,Relationship with Black Widow - ,10,Normal,,1,1,188,6106.984375,7639.422852
Black Widow,95,1,,10,Black Widow,Black Widow,BLACK WIDOW,Friends,,,,,,Friends,Positive,,10,Normal,,1,1,189,3148.419189,2359.577148
Sentry,95,2,Sentry,89,Sentry,Black Widow,SENTRY,Friends,,,,,Friends,Friends,Positive,Relationship with Black Widow - ,10,Normal,,1,1,190,4335.009277,7055.369141
Black Widow,96,1,,10,Black Widow,Black Widow,BLACK WIDOW,Friends,,,,,,Friends,Positive,,10,Normal,,1,1,191,3148.419189,2359.577148
Thor (Jane Foster),96,2,Thor (Jane Foster),102,Thor (Jane Foster),Black Widow,THOR (JANE FOSTER),Friends,,,,,Friends,Friends,Positive,Relationship with Black Widow - ,10,Normal,,1,1,192,8685.839844,1051.296753
Black Widow,97,1,,10,Black Widow,Black Widow,BLACK WIDOW,Enemies,,Enemies,,,,,Negative,,10,Normal,,1,1,193,3148.419189,2359.577148
Ultron,97,2,Ultron,104,Ultron,Black Widow,ULTRON,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Black Widow - ,10,Normal,,1,1,194,1597.941406,3060.44165
Black Widow,98,1,,10,Black Widow,Black Widow,BLACK WIDOW,Overcoming Fear,,,,Overcoming Fear,,,Neutral,,10,Normal,,1,1,195,3148.419189,2359.577148
Void,98,2,Void,111,Void,Black Widow,VOID,Overcoming Fear,,,Overcoming Fear,Overcoming Fear,,,Neutral,Relationship with Black Widow - ,10,Normal,,1,1,196,4255.90332,9555.119141
Black Widow,99,1,,10,Black Widow,Black Widow,BLACK WIDOW,Teammates,,,,,,Teammates,Positive,,10,Normal,,1,1,197,3148.419189,2359.577148
War Machine,99,2,War Machine,113,War Machine,Black Widow,WAR MACHINE,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Black Widow - ,10,Normal,,1,1,198,6122.805176,4228.548828
Black Widow,100,1,,10,Black Widow,Black Widow,BLACK WIDOW,Romance,,,,,,Romance,Positive,,10,Normal,,1,1,199,3148.419189,2359.577148
Winter Soldier,100,2,Winter Soldier,114,Winter Soldier,Black Widow,WINTER SOLDIER,Romance,,,,,Romance,Romance,Positive,Relationship with Black Widow - ,10,Normal,,1,1,200,1471.371826,8153.390137
Blade,101,1,,11,Blade,Blade,BLADE,Demon Hunter,,,,Demon Hunter,,,Neutral,,11,Normal,,1,1,201,8796.588867,8807.530273
Dormammu,101,2,Dormammu,29,Dormammu,Blade,DORMAMMU,Demon Hunter,,,Demon Hunter,Demon Hunter,,,Neutral,Relationship with Blade - ,11,Normal,,1,1,202,205.5592346,8994.427734
Blade,102,1,,11,Blade,Blade,BLADE,Spirit Of Justice,,,,Spirit Of Justice,,,Neutral,,11,Normal,,1,1,203,8796.588867,8807.530273
Ghost Rider,102,2,Ghost Rider,36,Ghost Rider,Blade,GHOST RIDER,Spirit Of Justice,,,Spirit Of Justice,Spirit Of Justice,,,Neutral,Relationship with Blade - ,11,Normal,,1,1,204,6043.699219,6611.488281
Blade,103,1,,11,Blade,Blade,BLADE,Demon Hunter,,,,Demon Hunter,,,Neutral,,11,Normal,,1,1,205,8796.588867,8807.530273
Mephisto,103,2,Mephisto,68,Mephisto,Blade,MEPHISTO,Demon Hunter,,,Demon Hunter,Demon Hunter,,,Neutral,Relationship with Blade - ,11,Normal,,1,1,206,3449.022217,8433.736328
Blade,104,1,,11,Blade,Blade,BLADE,Heightened Senses,,,,Heightened Senses,,,Neutral,,11,Normal,,1,1,207,8796.588867,8807.530273
Spider-Man (Stark Enhanced),104,2,Spider-Man (Stark Enhanced),94,Spider-Man (Stark Enhanced),Blade,SPIDER-MAN (STARK ENHANCED),Heightened Senses,,,Heightened Senses,Heightened Senses,,,Neutral,Relationship with Blade - ,11,Normal,,1,1,208,3195.882813,4625.705566
Cable,105,1,,12,Cable,Cable,CABLE,Enemies,,Enemies,,,,,Negative,,12,Normal,,1,1,209,7768.210449,6494.677734
Deadpool,105,2,Deadpool,24,Deadpool,Cable,DEADPOOL,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Cable - ,12,Normal,,1,1,210,3543.949463,4228.548828
Cable,106,1,,12,Cable,Cable,CABLE,Enemies,,Enemies,,,,,Negative,,12,Normal,,1,1,211,7768.210449,6494.677734
Deadpool (X-Force),106,2,Deadpool (X-Force),25,Deadpool (X-Force),Cable,DEADPOOL (X-FORCE),Enemies,Enemies,Enemies,,,,,Negative,Relationship with Cable - ,12,Normal,,1,1,212,9255.40332,5022.862305
Cable,107,1,,12,Cable,Cable,CABLE,Family,,,,,,Family,Positive,,12,Normal,,1,1,213,7768.210449,6494.677734
Cyclops (Blue Team),107,2,Cyclops (Blue Team),20,Cyclops (Blue Team),Cable,CYCLOPS (BLUE TEAM),Family,,,,,Family,Family,Positive,Relationship with Cable - ,12,Normal,,1,1,214,949.2721558,2826.820068
Cable,108,1,,12,Cable,Cable,CABLE,Family,,,,,,Family,Positive,,12,Normal,,1,1,215,7768.210449,6494.677734
Cyclops (New Xavier School),108,2,Cyclops (New Xavier School),21,Cyclops (New Xavier School),Cable,CYCLOPS (NEW XAVIER SCHOOL),Family,,,,,Family,Family,Positive,Relationship with Cable - ,12,Normal,,1,1,216,4319.188477,1051.296753
Cable,109,1,,12,Cable,Cable,CABLE,Family,,,,,,Family,Positive,,12,Normal,,1,1,217,7768.210449,6494.677734
Phoenix,109,2,Phoenix,77,Phoenix,Cable,PHOENIX,Family,,,,,Family,Family,Positive,Relationship with Cable - ,12,Normal,,1,1,218,870.1661377,5233.121582
Cable,110,1,,12,Cable,Cable,CABLE,Teammates,,,,,,Teammates,Positive,,12,Normal,,1,1,219,7768.210449,6494.677734
Rogue,110,2,Rogue,85,Rogue,Cable,ROGUE,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Cable - ,12,Normal,,1,1,220,221.4968414,2639.922852
Cable,111,1,,12,Cable,Cable,CABLE,Mutant Pursuit,,Mutant Pursuit,,,,,Negative,,12,Normal,,1,1,221,7768.210449,6494.677734
Sentinel,111,2,Sentinel,88,Sentinel,Cable,SENTINEL,Mutant Pursuit,Mutant Pursuit,Mutant Pursuit,,,,,Negative,Relationship with Cable - ,12,Normal,,1,1,222,6866.401855,3270.700928
Captain America,112,1,,13,Captain America,Captain America,CAPTAIN AMERICA,Friends,,,,,,Friends,Positive,,13,Normal,,1,1,223,7878.958984,6961.92041
Captain Marvel,112,2,Captain Marvel,15,Captain Marvel,Captain America,CAPTAIN MARVEL,Friends,,,,,Friends,Friends,Positive,Relationship with Captain America - ,13,Normal,,1,1,224,1534.656616,1541.901855
Captain America,113,1,,13,Captain America,Captain America,CAPTAIN AMERICA,Enemies,,Enemies,,,,,Negative,,13,Normal,,1,1,225,7878.958984,6961.92041
Crossbones,113,2,Crossbones,19,Crossbones,Captain America,CROSSBONES,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Captain America - ,13,Normal,,1,1,226,5648.169434,373.7944031
Captain America,114,1,,13,Captain America,Captain America,CAPTAIN AMERICA,Friends,,,,,,Friends,Positive,,13,Normal,,1,1,227,7878.958984,6961.92041
Falcon,114,2,Falcon,33,Falcon,Captain America,FALCON,Friends,,,,,Friends,Friends,Positive,Relationship with Captain America - ,13,Normal,,1,1,228,7942.243652,376.3567505
Captain America,115,1,,13,Captain America,Captain America,CAPTAIN AMERICA,Enemies,,Enemies,,,,,Negative,,13,Perfect,,1,1,229,7878.958984,6961.92041
Iron Man,115,2,Iron Man,52,Iron Man,Captain America,IRON MAN,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Captain America - ,13,Perfect,,1,1,230,5553.242188,9557.666992
Captain America,116,1,,13,Captain America,Captain America,CAPTAIN AMERICA,Rivals,,Rivals,,,,,Negative,,13,Normal,,1,1,231,7878.958984,6961.92041
Iron Patriot,116,2,Iron Patriot,53,Iron Patriot,Captain America,IRON PATRIOT,Rivals,Rivals,Rivals,,,,,Negative,Relationship with Captain America - ,13,Normal,,1,1,232,316.4240417,2546.474365
Captain America,117,1,,13,Captain America,Captain America,CAPTAIN AMERICA,Nemesis,,Nemesis,,,,,Negative,,13,Normal,,1,1,233,7878.958984,6961.92041
M.O.D.O.K.,117,2,M.O.D.O.K.,63,M.O.D.O.K.,Captain America,M.O.D.O.K.,Nemesis,Nemesis,Nemesis,,,,,Negative,Relationship with Captain America - ,13,Normal,,1,1,234,5980.414551,537.3294678
Captain America,118,1,,13,Captain America,Captain America,CAPTAIN AMERICA,Friends,,,,,,Friends,Positive,,13,Normal,,1,1,235,7878.958984,6961.92041
Ms. Marvel,118,2,Ms. Marvel,72,Ms. Marvel,Captain America,MS. MARVEL,Friends,,,,,Friends,Friends,Positive,Relationship with Captain America - ,13,Normal,,1,1,236,8290.310547,373.7944031
Captain America,119,1,,13,Captain America,Captain America,CAPTAIN AMERICA,Loyal Minister,,,,Loyal Minister,,,Neutral,,13,Normal,,1,1,237,7878.958984,6961.92041
Punisher 2099,119,2,Punisher 2099,80,Punisher 2099,Captain America,PUNISHER 2099,Loyal Minister,,,Loyal Minister,Loyal Minister,,,Neutral,Relationship with Captain America - ,13,Normal,,1,1,238,2278.253174,8036.57959
Captain America,120,1,,13,Captain America,Captain America,CAPTAIN AMERICA,Friends,,,,,,Friends,Positive,,13,Normal,,1,1,239,7878.958984,6961.92041
Sentry,120,2,Sentry,89,Sentry,Captain America,SENTRY,Friends,,,,,Friends,Friends,Positive,Relationship with Captain America - ,13,Normal,,1,1,240,4335.009277,7055.369141
Captain America,121,1,,13,Captain America,Captain America,CAPTAIN AMERICA,Friends,,,,,,Friends,Positive,,13,Reciprocal,,1,1,241,7878.958984,6961.92041
Spider-Man (Classic),121,2,Spider-Man (Classic),92,Spider-Man (Classic),Captain America,SPIDER-MAN (CLASSIC),Friends,,,,,Friends,Friends,Positive,Relationship with Captain America - ,13,Reciprocal,,1,1,242,2705.425537,9438.308594
Captain America,122,1,,13,Captain America,Captain America,CAPTAIN AMERICA,Friends,,,,,,Friends,Positive,,13,Normal,,1,1,243,7878.958984,6961.92041
Spider-Man (Symbiote),122,2,Spider-Man (Symbiote),95,Spider-Man (Symbiote),Captain America,SPIDER-MAN (SYMBIOTE),Friends,,,,,Friends,Friends,Positive,Relationship with Captain America - ,13,Normal,,1,1,244,5474.13623,7102.093262
Captain America,123,1,,13,Captain America,Captain America,CAPTAIN AMERICA,Enemies,,Enemies,,,,,Negative,,13,Reciprocal,,1,1,245,7878.958984,6961.92041
Superior Iron Man,123,2,Superior Iron Man,98,Superior Iron Man,Captain America,SUPERIOR IRON MAN,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Captain America - ,13,Reciprocal,,1,1,246,648.6693115,2219.404297
Captain America,124,1,,13,Captain America,Captain America,CAPTAIN AMERICA,Overcoming Fear,,,,Overcoming Fear,,,Neutral,,13,Normal,,1,1,247,7878.958984,6961.92041
Void,124,2,Void,111,Void,Captain America,VOID,Overcoming Fear,,,Overcoming Fear,Overcoming Fear,,,Neutral,Relationship with Captain America - ,13,Normal,,1,1,248,4255.90332,9555.119141
Captain America,125,1,,13,Captain America,Captain America,CAPTAIN AMERICA,Friends,,,,,,Friends,Positive,,13,Perfect,,1,1,249,7878.958984,6961.92041
Winter Soldier,125,2,Winter Soldier,114,Winter Soldier,Captain America,WINTER SOLDIER,Friends,,,,,Friends,Friends,Positive,Relationship with Captain America - ,13,Perfect,,1,1,250,1471.371826,8153.390137
Captain America,126,1,,13,Captain America,Captain America,CAPTAIN AMERICA,Friends,,,,,,Friends,Positive,,13,Normal,,1,1,251,7878.958984,6961.92041
Wolverine,126,2,Wolverine,115,Wolverine,Captain America,WOLVERINE,Friends,,,,,Friends,Friends,Positive,Relationship with Captain America - ,13,Normal,,1,1,252,1012.556946,6377.866699
Captain America (WWII),127,1,,14,Captain America (WWII),Captain America (WWII),CAPTAIN AMERICA (WWII),Enemies,,Enemies,,,,,Negative,,14,Normal,,1,1,253,8290.310547,6050.796875
Crossbones,127,2,Crossbones,19,Crossbones,Captain America (WWII),CROSSBONES,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Captain America (WWII) - ,14,Normal,,1,1,254,5648.169434,373.7944031
Captain America (WWII),128,1,,14,Captain America (WWII),Captain America (WWII),CAPTAIN AMERICA (WWII),Friends,,,,,,Friends,Positive,,14,Normal,,1,1,255,8290.310547,6050.796875
Falcon,128,2,Falcon,33,Falcon,Captain America (WWII),FALCON,Friends,,,,,Friends,Friends,Positive,Relationship with Captain America (WWII) - ,14,Normal,,1,1,256,7942.243652,376.3567505
Captain America (WWII),129,1,,14,Captain America (WWII),Captain America (WWII),CAPTAIN AMERICA (WWII),Friends,,,,,,Friends,Positive,,14,Perfect,,1,1,257,8290.310547,6050.796875
Guillotine,129,2,Guillotine,39,Guillotine,Captain America (WWII),GUILLOTINE,Friends,,,,,Friends,Friends,Positive,Relationship with Captain America (WWII) - ,14,Perfect,,1,1,258,7135.362305,5910.624023
Captain America (WWII),130,1,,14,Captain America (WWII),Captain America (WWII),CAPTAIN AMERICA (WWII),Friends,,,,,,Friends,Positive,,14,Reciprocal,,1,1,259,8290.310547,6050.796875
Winter Soldier,130,2,Winter Soldier,114,Winter Soldier,Captain America (WWII),WINTER SOLDIER,Friends,,,,,Friends,Friends,Positive,Relationship with Captain America (WWII) - ,14,Reciprocal,,1,1,260,1471.371826,8153.390137
Captain America (WWII),131,1,,14,Captain America (WWII),Captain America (WWII),CAPTAIN AMERICA (WWII),Friends,,,,,,Friends,Positive,,14,Reciprocal,,1,1,261,8290.310547,6050.796875
Wolverine,131,2,Wolverine,115,Wolverine,Captain America (WWII),WOLVERINE,Friends,,,,,Friends,Friends,Positive,Relationship with Captain America (WWII) - ,14,Reciprocal,,1,1,262,1012.556946,6377.866699
Captain Marvel,132,1,,15,Captain Marvel,Captain Marvel,CAPTAIN MARVEL,Friends,,,,,,Friends,Positive,,15,Normal,,1,1,263,1534.656616,1541.901855
Black Widow,132,2,Black Widow,10,Black Widow,Captain Marvel,BLACK WIDOW,Friends,,,,,Friends,Friends,Positive,Relationship with Captain Marvel - ,15,Normal,,1,1,264,3148.419189,2359.577148
Captain Marvel,133,1,,15,Captain Marvel,Captain Marvel,CAPTAIN MARVEL,Friends,,,,,,Friends,Positive,,15,Normal,,1,1,265,1534.656616,1541.901855
Captain America,133,2,Captain America,13,Captain America,Captain Marvel,CAPTAIN AMERICA,Friends,,,,,Friends,Friends,Positive,Relationship with Captain Marvel - ,15,Normal,,1,1,266,7878.958984,6961.92041
Captain Marvel,134,1,,15,Captain Marvel,Captain Marvel,CAPTAIN MARVEL,Friends,,,,,,Friends,Positive,,15,Normal,,1,1,267,1534.656616,1541.901855
Gamora,134,2,Gamora,35,Gamora,Captain Marvel,GAMORA,Friends,,,,,Friends,Friends,Positive,Relationship with Captain Marvel - ,15,Normal,,1,1,268,9318.688477,5116.310547
Captain Marvel,135,1,,15,Captain Marvel,Captain Marvel,CAPTAIN MARVEL,Friends,,,,,,Friends,Positive,,15,Normal,,1,1,269,1534.656616,1541.901855
Iron Man,135,2,Iron Man,52,Iron Man,Captain Marvel,IRON MAN,Friends,,,,,Friends,Friends,Positive,Relationship with Captain Marvel - ,15,Normal,,1,1,270,5553.242188,9557.666992
Captain Marvel,136,1,,15,Captain Marvel,Captain Marvel,CAPTAIN MARVEL,Teammates,,,,,,Teammates,Positive,,15,Normal,,1,1,271,1534.656616,1541.901855
Karnak,136,2,Karnak,57,Karnak,Captain Marvel,KARNAK,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Captain Marvel - ,15,Normal,,1,1,272,3702.161377,2312.852783
Captain Marvel,137,1,,15,Captain Marvel,Captain Marvel,CAPTAIN MARVEL,Idol,,,,,,Idol,Positive,,15,Normal,,1,1,273,1534.656616,1541.901855
Ms. Marvel (Kamala Khan),137,2,Ms. Marvel (Kamala Khan),73,Ms. Marvel (Kamala Khan),Captain Marvel,MS. MARVEL (KAMALA KHAN),Idol,,,,,Idol,Idol,Positive,Relationship with Captain Marvel - ,15,Normal,,1,1,274,5505.77832,2032.506958
Captain Marvel,138,1,,15,Captain Marvel,Captain Marvel,CAPTAIN MARVEL,Friends,,,,,,Friends,Positive,,15,Normal,,1,1,275,1534.656616,1541.901855
Scarlet Witch,138,2,Scarlet Witch,87,Scarlet Witch,Captain Marvel,SCARLET WITCH,Friends,,,,,Friends,Friends,Positive,Relationship with Captain Marvel - ,15,Normal,,1,1,276,2563.034912,6798.385742
Captain Marvel,139,1,,15,Captain Marvel,Captain Marvel,CAPTAIN MARVEL,Romance,,,,,,Romance,Positive,,15,Normal,,1,1,277,1534.656616,1541.901855
Wolverine,139,2,Wolverine,115,Wolverine,Captain Marvel,WOLVERINE,Romance,,,,,Romance,Romance,Positive,Relationship with Captain Marvel - ,15,Normal,,1,1,278,1012.556946,6377.866699
Carnage,140,1,,16,Carnage,Carnage,CARNAGE,Family,,,,,,Family,Positive,,16,Normal,,1,1,279,4066.049072,4835.964844
